BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AS OF FINAL ROLL 18/19,BLOCK,LOT,BUILDING CLASS AS OF FINAL ROLL 18/19,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,AREA,FINAL_ADDRESS
4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13675,26,A5,257-42 149TH AVENUE,11422.0,1.0,0.0,1.0,2500.0,1088.0,1950.0,1,A5,550000,2019-05-24,queens,257-42 149TH AVENUE NYC
4,ELMHURST,02 TWO FAMILY DWELLINGS,1,2489,43,B3,73-43 53RD AVENUE,11378.0,2.0,0.0,2.0,1815.0,2680.0,1935.0,1,B3,750000,2019-11-11,queens,73-43 53RD AVENUE NYC
3,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,1,5974,55,A1,1053 79TH STREET,11228.0,1.0,0.0,1.0,2417.0,1332.0,1925.0,1,A1,995000,2019-04-29,brooklyn,1053 79TH STREET NYC
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,1,12041,111,A5,144-02 120TH AVENUE,11436.0,1.0,0.0,1.0,1199.0,896.0,1940.0,1,A5,354900,2019-08-26,queens,144-02 120TH AVENUE NYC
4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,9008,19,A1,95-28 81ST STREET,11416.0,1.0,0.0,1.0,2500.0,1420.0,1925.0,1,A1,655000,2019-07-01,queens,95-28 81ST STREET NYC
2,BAYCHESTER,02 TWO FAMILY DWELLINGS,1,4970,27,B1,3933 ROMBOUTS AVENUE,10466.0,2.0,0.0,2.0,3006.0,2250.0,1961.0,1,B1,690000,2019-04-30,bronx,3933 ROMBOUTS AVENUE NYC
4,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,1,2938,41,A5,61-64 81ST STREET,11379.0,1.0,0.0,1.0,2000.0,1760.0,1950.0,1,A5,999600,2019-03-28,queens,61-64 81ST STREET NYC
4,RICHMOND HILL,03 THREE FAMILY DWELLINGS,1,9298,28,C0,108-11 91ST AVENUE,11418.0,3.0,0.0,3.0,2100.0,2640.0,1930.0,1,C0,849000,2019-01-31,queens,108-11 91ST AVENUE NYC
3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6203,33,A9,1650 73RD STREET,11204.0,1.0,0.0,1.0,1600.0,1030.0,1920.0,1,A9,780000,2019-12-06,brooklyn,1650 73RD STREET NYC
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4922,3,B3,166-06 32ND AVENUE,11358.0,2.0,0.0,2.0,2910.0,1860.0,1930.0,1,B3,1075000,2019-06-03,queens,166-06 32ND AVENUE NYC
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS,1,9186,10,A1,102-34 86TH AVE,11418.0,1.0,0.0,1.0,2500.0,1080.0,1910.0,1,A1,530000,2019-06-26,queens,102-34 86TH AVE NYC
3,MARINE PARK,01 ONE FAMILY DWELLINGS,1,7718,21,A9,1751 EAST 35TH STREET,11234.0,1.0,0.0,1.0,1800.0,1092.0,1935.0,1,A9,640000,2019-03-14,brooklyn,1751 EAST 35TH STREET NYC
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7168,22,B2,2885 86TH STREET,11223.0,2.0,0.0,2.0,2641.0,1440.0,1920.0,1,B2,850000,2019-02-12,brooklyn,2885 86TH STREET NYC
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,1,12116,25,A1,133-13 149TH STREET,11436.0,1.0,0.0,1.0,2500.0,788.0,1920.0,1,A1,395000,2019-11-25,queens,133-13 149TH STREET NYC
3,GRAVESEND,01 ONE FAMILY DWELLINGS,1,6627,68,A5,1625 WEST 5TH STREET,11223.0,1.0,0.0,1.0,2000.0,1422.0,1925.0,1,A5,800000,2019-12-27,brooklyn,1625 WEST 5TH STREET NYC
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,1,1218,38,A1,N/A MAPLE PARKWAY,10303.0,1.0,0.0,1.0,2993.0,1710.0,2019.0,1,A1,545000,2019-12-16,statenisland,N/A MAPLE PARKWAY NYC
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,1,3745,24,A2,298 POULTNEY STREET,10306.0,1.0,0.0,1.0,4000.0,1144.0,1955.0,1,A2,520000,2019-11-20,statenisland,298 POULTNEY STREET NYC
4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13510,4,B3,230-01 144TH AVENUE,11413.0,2.0,0.0,2.0,4000.0,1671.0,1925.0,1,B3,890000,2019-06-28,queens,230-01 144TH AVENUE NYC
2,MOTT HAVEN/PORT MORRIS,22 STORE BUILDINGS,4,2327,34,K2,2785 3 AVENUE,10455.0,0.0,2.0,2.0,3050.0,2926.0,1931.0,4,K2,950000,2019-09-24,bronx,2785 3 AVENUE NYC
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS,1,9416,35,B3,95-56 115TH STREET,11419.0,2.0,0.0,2.0,2197.0,1536.0,1920.0,1,B3,723000,2019-10-11,queens,95-56 115TH STREET NYC
4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4449,27,A1,4-17 PARSONS BLVD,11357.0,1.0,0.0,1.0,3800.0,2174.0,1935.0,1,A1,1250000,2019-09-06,queens,4-17 PARSONS BLVD NYC
4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,14210,36,B2,164-51 96TH STREET,11414.0,2.0,0.0,2.0,4000.0,2407.0,1960.0,1,B2,870000,2019-06-13,queens,164-51 96TH STREET NYC
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,1,10193,10,A1,164-52 NADAL PLACE,11433.0,1.0,0.0,1.0,2550.0,784.0,1925.0,1,A1,385320,2019-04-29,queens,164-52 NADAL PLACE NYC
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,13991,34,A2,92-05 159TH AVENUE,11414.0,1.0,0.0,1.0,4560.0,1304.0,1950.0,1,A2,645000,2019-09-23,queens,92-05 159TH AVENUE NYC
2,THROGS NECK,01 ONE FAMILY DWELLINGS,1,5534,13,A5,1053 QUINCY AVENUE,10465.0,1.0,0.0,1.0,1800.0,1296.0,1960.0,1,A5,429000,2019-02-19,bronx,1053 QUINCY AVENUE NYC
4,ASTORIA,03 THREE FAMILY DWELLINGS,1,730,26,C0,25-45 46TH STREET,11103.0,3.0,0.0,3.0,2500.0,2368.0,1930.0,1,C0,1545000,2019-04-24,queens,25-45 46TH STREET NYC
3,BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,769,10,C0,814 47TH STREET,11220.0,3.0,0.0,3.0,2003.0,3588.0,1920.0,1,C0,1500000,2019-04-03,brooklyn,814 47TH STREET NYC
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14199,11,A1,162-14 98TH ST,11414.0,1.0,0.0,1.0,4000.0,1960.0,1960.0,1,A1,800000,2019-07-15,queens,162-14 98TH ST NYC
5,GREAT KILLS,22 STORE BUILDINGS,4,5206,26,K5,227 MANSION AVENUE,10308.0,0.0,1.0,1.0,4347.0,2200.0,1995.0,4,K5,749900,2019-06-19,statenisland,227 MANSION AVENUE NYC
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11699,51,A1,117-31 135TH STREET,11356.0,1.0,0.0,1.0,2088.0,992.0,1925.0,1,A1,446930,2019-07-31,queens,117-31 135TH STREET NYC
2,CASTLE HILL/UNIONPORT,01 ONE FAMILY DWELLINGS,1,3608,59,A2,2065 HOMER AVENUE,10473.0,1.0,0.0,1.0,2250.0,1540.0,1960.0,1,A2,495000,2019-03-07,bronx,2065 HOMER AVENUE NYC
3,MIDWOOD,02 TWO FAMILY DWELLINGS,1,6775,57,B2,1651 EAST 12TH STREET,11229.0,2.0,0.0,2.0,3000.0,2552.0,1920.0,1,B2,900000,2019-12-26,brooklyn,1651 EAST 12TH STREET NYC
3,WILLIAMSBURG-EAST,03 THREE FAMILY DWELLINGS,1,3055,20,C0,237 MONTROSE AVENUE,11206.0,3.0,0.0,3.0,2500.0,3150.0,1920.0,1,C0,1850000,2019-11-01,brooklyn,237 MONTROSE AVENUE NYC
4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1463,52,B1,35-39 89TH STREET,11372.0,2.0,0.0,2.0,2642.0,3148.0,1930.0,1,B1,795000,2019-01-15,queens,35-39 89TH STREET NYC
4,GLENDALE,01 ONE FAMILY DWELLINGS,1,3655,16,A9,69-06 69TH STREET,11385.0,1.0,0.0,1.0,1948.0,1170.0,1930.0,1,A9,710000,2019-08-22,queens,69-06 69TH STREET NYC
4,REGO PARK,01 ONE FAMILY DWELLINGS,1,3090,57,A1,61-25 AUSTIN STREET,11374.0,1.0,0.0,1.0,3440.0,1744.0,1925.0,1,A1,870000,2019-11-04,queens,61-25 AUSTIN STREET NYC
4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1448,57,A5,34-17 87TH STREET,11372.0,1.0,0.0,1.0,2000.0,1500.0,1935.0,1,A5,1140000,2019-02-28,queens,34-17 87TH STREET NYC
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS,1,443,9,A1,247 DEMOREST AVENUE,10314.0,1.0,0.0,1.0,3000.0,1537.0,1920.0,1,A1,525000,2019-10-16,statenisland,247 DEMOREST AVENUE NYC
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,1,2381,7,A5,245 STEINWAY AVENUE,10314.0,1.0,0.0,1.0,3056.0,1960.0,1989.0,1,A5,630000,2019-09-04,statenisland,245 STEINWAY AVENUE NYC
3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5559,91,A5,6614 CAMERON COURT,11204.0,1.0,0.0,1.0,1280.0,1585.0,1940.0,1,A5,815000,2019-10-09,brooklyn,6614 CAMERON COURT NYC
4,ASTORIA,03 THREE FAMILY DWELLINGS,1,708,16,C0,32-57 45TH STREET,11103.0,3.0,0.0,3.0,2567.0,2736.0,1930.0,1,C0,1500000,2019-07-11,queens,32-57 45TH STREET NYC
4,BELLEROSE,02 TWO FAMILY DWELLINGS,1,8650,24,B3,254-20 87TH ROAD,11426.0,2.0,0.0,2.0,2090.0,1666.0,1950.0,1,B3,325000,2019-08-13,queens,254-20 87TH ROAD NYC
4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6027,20,A5,32-30 201ST STREET,11361.0,1.0,0.0,1.0,1958.0,1050.0,1930.0,1,A5,602000,2019-03-11,queens,32-30 201ST STREET NYC
4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4632,24,A1,20-16 147TH STREET,11357.0,1.0,0.0,1.0,4954.0,2304.0,1930.0,1,A1,1290000,2019-12-06,queens,20-16 147TH STREET NYC
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12795,74,A2,119-40 236TH STREET,11411.0,1.0,0.0,1.0,4000.0,1125.0,1960.0,1,A2,585000,2019-04-16,queens,119-40 236TH STREET NYC
4,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,1,3024,43,A1,8449 FURMANVILLE,11379.0,1.0,0.0,1.0,3361.0,1943.0,1920.0,1,A1,469000,2019-03-19,queens,8449 FURMANVILLE NYC
4,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11399,21,B3,138-16 WHITELAW STREET,11417.0,2.0,0.0,2.0,2500.0,1632.0,1920.0,1,B3,751000,2019-10-17,queens,138-16 WHITELAW STREET NYC
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS,1,7954,52,B3,234-23 88TH AVENUE,11427.0,2.0,0.0,2.0,3190.0,2070.0,1925.0,1,B3,818000,2019-02-15,queens,234-23 88TH AVENUE NYC
4,WOODHAVEN,02 TWO FAMILY DWELLINGS,1,8879,5,B2,84-01 91ST STREET,11421.0,2.0,0.0,2.0,2077.0,2280.0,1925.0,1,B2,875000,2019-03-13,queens,84-01 91ST STREET NYC
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3559,56,A9,204 STOBE AVENUE,10306.0,1.0,0.0,1.0,2875.0,1344.0,1960.0,1,A9,515000,2019-08-26,statenisland,204 STOBE AVENUE NYC
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,1,12107,11,A1,128-23 148TH ST,11436.0,1.0,0.0,1.0,2000.0,833.0,1920.0,1,A1,515000,2019-02-22,queens,128-23 148TH ST NYC
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS,1,12226,30,B2,155-56 116TH DRIVE,11434.0,2.0,0.0,2.0,4000.0,1817.0,1965.0,1,B2,1054012,2019-06-24,queens,155-56 116TH DRIVE NYC
4,WOODSIDE,02 TWO FAMILY DWELLINGS,1,1301,20,B1,40-15 69TH STREET,11377.0,2.0,0.0,2.0,2210.0,2356.0,1920.0,1,B1,1180000,2019-11-20,queens,40-15 69TH STREET NYC
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5442,66,A1,45-52 164TH STREET,11358.0,1.0,0.0,1.0,3500.0,1426.0,1940.0,1,A1,890000,2019-10-11,queens,45-52 164TH STREET NYC
4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13544,34,A1,241-26 NEWHALL AVENUE,11422.0,1.0,0.0,1.0,3000.0,1498.0,1920.0,1,A1,600000,2019-10-23,queens,241-26 NEWHALL AVENUE NYC
3,MARINE PARK,01 ONE FAMILY DWELLINGS,1,8501,24,A9,1947 EAST 34TH STREET,11234.0,1.0,0.0,1.0,1800.0,980.0,1925.0,1,A9,638000,2019-10-25,brooklyn,1947 EAST 34TH STREET NYC
4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13673,24,B3,257-40 148TH ROAD,11422.0,2.0,0.0,2.0,4000.0,2304.0,1960.0,1,B3,820000,2019-12-02,queens,257-40 148TH ROAD NYC
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5673,69,A1,115 FORRESTAL AVENUE,10312.0,1.0,0.0,1.0,4100.0,2452.0,1975.0,1,A1,635045,2019-02-21,statenisland,115 FORRESTAL AVENUE NYC
3,BAY RIDGE,07 RENTALS - WALKUP APARTMENTS,2A,6025,11,C3,312 84TH STREET,11209.0,4.0,0.0,4.0,2833.0,2320.0,1926.0,2,C3,1600000,2019-12-30,brooklyn,312 84TH STREET NYC
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4271,1,A2,56 PENN AVENUE,10306.0,1.0,0.0,1.0,4600.0,1104.0,1960.0,1,A2,570000,2019-08-27,statenisland,56 PENN AVENUE NYC
4,ASTORIA,03 THREE FAMILY DWELLINGS,1,682,15,C0,30-75 41ST STREET,11103.0,3.0,0.0,3.0,2500.0,2288.0,1925.0,1,C0,1500000,2019-09-25,queens,30-75 41ST STREET NYC
5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS,1,4337,36,A1,34 VINCENT AVENUE,10306.0,1.0,0.0,1.0,4000.0,1276.0,1930.0,1,A1,572000,2019-07-16,statenisland,34 VINCENT AVENUE NYC
3,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS,1,1028,72,B3,217 13TH STREET,11215.0,2.0,0.0,2.0,1256.0,1890.0,1901.0,1,B3,1750000,2019-12-18,brooklyn,217 13TH STREET NYC
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS,1,9431,26,B2,101-40 114TH STREET,11419.0,2.0,0.0,2.0,1968.0,2540.0,1930.0,1,B2,860000,2019-08-22,queens,101-40 114TH STREET NYC
3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1815,76,C0,349 MONROE STREET,11221.0,3.0,0.0,3.0,1786.0,1938.0,1920.0,1,C0,810000,2019-06-11,brooklyn,349 MONROE STREET NYC
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,1,6518,55,A9,1039 EAST 5TH STREET,11230.0,1.0,0.0,1.0,2400.0,1370.0,1925.0,1,A9,990000,2019-06-27,brooklyn,1039 EAST 5TH STREET NYC
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5425,19,A1,9 SANDGAP STREET,10312.0,1.0,0.0,1.0,2500.0,1744.0,1950.0,1,A1,520000,2019-08-14,statenisland,9 SANDGAP STREET NYC
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2745,33,B2,1169 HOE AVENUE,10459.0,2.0,0.0,2.0,2500.0,1677.0,1901.0,1,B2,500000,2019-02-08,bronx,1169 HOE AVENUE NYC
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1864,67,B1,379 HERKIMER STREET,11213.0,2.0,0.0,2.0,1800.0,2268.0,1901.0,1,B1,1250000,2019-02-22,brooklyn,379 HERKIMER STREET NYC
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4164,53,A9,79 MC KINLEY AVENUE,11208.0,1.0,0.0,1.0,1825.0,1176.0,1910.0,1,A9,305000,2019-06-18,brooklyn,79 MC KINLEY AVENUE NYC
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3806,60,B1,554 NEW JERSEY AVE,11207.0,2.0,0.0,2.0,2000.0,2000.0,1901.0,1,B1,352000,2019-10-30,brooklyn,554 NEW JERSEY AVE NYC
2,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS,1,4697,42,A5,1040 EAST 215 STREET,10469.0,1.0,0.0,1.0,1884.0,1850.0,1945.0,1,A5,350000,2019-12-04,bronx,1040 EAST 215 STREET NYC
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,4296,16,B9,654 GEORGIA AVENUE,11207.0,2.0,0.0,2.0,1237.0,2080.0,1901.0,1,B9,440000,2019-03-22,brooklyn,654 GEORGIA AVENUE NYC
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5584,31,A1,46-52 UTOPIA PARKWAY,11358.0,1.0,0.0,1.0,3533.0,1774.0,1940.0,1,A1,940000,2019-11-26,queens,46-52 UTOPIA PARKWAY NYC
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8181,47,B2,95 CONKLIN AVE,11236.0,2.0,0.0,2.0,2381.0,2648.0,1920.0,1,B2,750000,2019-09-30,brooklyn,95 CONKLIN AVE NYC
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,4250,20,A2,136 CANNON BOULEVARD,10306.0,1.0,0.0,1.0,4600.0,1128.0,1960.0,1,A2,620000,2019-05-17,statenisland,136 CANNON BOULEVARD NYC
3,GRAVESEND,01 ONE FAMILY DWELLINGS,1,6670,68,A1,1839 WEST 11TH STREET,11223.0,1.0,0.0,1.0,3200.0,1794.0,1920.0,1,A1,875000,2019-09-19,brooklyn,1839 WEST 11TH STREET NYC
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS,1,1040,7,A1,55 LEXINGTON AVENUE,10302.0,1.0,0.0,1.0,2500.0,1206.0,1915.0,1,A1,400000,2019-05-02,statenisland,55 LEXINGTON AVENUE NYC
4,JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9864,84,B3,84-74 HOMELAWN STREET,11432.0,2.0,0.0,2.0,3837.0,1606.0,1925.0,1,B3,875000,2019-02-08,queens,84-74 HOMELAWN STREET NYC
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5264,10,B2,35-17 153RD STREET,11354.0,2.0,0.0,2.0,3000.0,2212.0,1925.0,1,B2,1300000,2019-03-01,queens,35-17 153RD STREET NYC
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16089,40,B2,210 BEACH BREEZE PLACE,11692.0,2.0,0.0,2.0,2135.0,2905.0,2004.0,1,B2,835000,2019-09-26,queens,210 BEACH BREEZE PLACE NYC
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10133,146,B2,107-28 155TH STREET,11433.0,2.0,0.0,2.0,2102.0,2108.0,1993.0,1,B2,350000,2019-11-22,queens,107-28 155TH STREET NYC
4,SUNNYSIDE,02 TWO FAMILY DWELLINGS,1,136,6,B1,4711 43RD AVENUE,11104.0,2.0,0.0,2.0,2075.0,1400.0,1925.0,1,B1,1160000,2019-11-18,queens,4711 43RD AVENUE NYC
3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,1,3886,66,B3,20 BARBEY STREET,11207.0,2.0,0.0,2.0,3008.0,2097.0,1925.0,1,B3,670000,2019-12-20,brooklyn,20 BARBEY STREET NYC
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3561,48,A2,208 HULL AVENUE,10306.0,1.0,0.0,1.0,4000.0,1056.0,1960.0,1,A2,595000,2019-08-14,statenisland,208 HULL AVENUE NYC
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6422,50,A5,148-18 58TH AVENUE,11355.0,1.0,0.0,1.0,1800.0,1296.0,1950.0,1,A5,907000,2019-02-25,queens,148-18 58TH AVENUE NYC
5,GREAT KILLS,22 STORE BUILDINGS,4,5158,59,K1,253 NELSON AVENUE,10308.0,0.0,1.0,1.0,2101.0,1184.0,1990.0,4,K1,650000,2019-03-15,statenisland,253 NELSON AVENUE NYC
4,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS,1,7683,22,A2,69-38 225TH STREET,11364.0,1.0,0.0,1.0,4000.0,1136.0,1950.0,1,A2,1330000,2019-07-10,queens,69-38 225TH STREET NYC
4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13550,71,A1,240-18 CANEY ROAD,11422.0,1.0,0.0,1.0,2900.0,1624.0,1925.0,1,A1,569000,2019-06-27,queens,240-18 CANEY ROAD NYC
4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10871,51,A1,100-33 204TH STREET,11423.0,1.0,0.0,1.0,3325.0,1821.0,1925.0,1,A1,650000,2019-04-29,queens,100-33 204TH STREET NYC
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS,1,1026,5,A1,107 SIMONSON PLACE,10302.0,1.0,0.0,1.0,3030.0,1335.0,1925.0,1,A1,475000,2019-12-11,statenisland,107 SIMONSON PLACE NYC
4,ELMHURST,01 ONE FAMILY DWELLINGS,1,2468,15,A5,51-28 IRELAND STREET,11373.0,1.0,0.0,1.0,2142.0,1860.0,1940.0,1,A5,840000,2019-01-08,queens,51-28 IRELAND STREET NYC
5,BULLS HEAD,02 TWO FAMILY DWELLINGS,1,1655,52,B9,196 REGIS DRIVE,10314.0,2.0,0.0,2.0,3330.0,1912.0,1974.0,1,B9,565000,2019-02-06,statenisland,196 REGIS DRIVE NYC
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4048,54,C0,1851 VICTOR STREET,10462.0,3.0,0.0,3.0,2500.0,2924.0,1901.0,1,C0,640000,2019-05-20,bronx,1851 VICTOR STREET NYC
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,1,12016,61,A5,142-30 119 ROAD,11436.0,1.0,0.0,1.0,1400.0,960.0,1930.0,1,A5,455000,2019-10-31,queens,142-30 119 ROAD NYC
3,FLATLANDS,01 ONE FAMILY DWELLINGS,1,7837,6,A9,5709 AVENUE L,11234.0,1.0,0.0,1.0,2000.0,1216.0,1925.0,1,A9,579000,2019-12-02,brooklyn,5709 AVENUE L NYC
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6320,3,B2,50 BUFFINGTON AVENUE,10312.0,2.0,0.0,2.0,4000.0,2840.0,2018.0,1,B2,966319,2019-02-19,statenisland,50 BUFFINGTON AVENUE NYC
3,EAST NEW YORK,03 THREE FAMILY DWELLINGS,1,4453,51,C0,741 SHEPHERD AVENUE,11208.0,3.0,0.0,3.0,2450.0,2400.0,1920.0,1,C0,729300,2019-12-19,brooklyn,741 SHEPHERD AVENUE NYC
4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11082,55,B1,116-09 NASHVILLE BOULEVARD,11411.0,2.0,0.0,2.0,1980.0,1604.0,1950.0,1,B1,499400,2019-03-15,queens,116-09 NASHVILLE BOULEVARD NYC
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,7967,72,B1,590 EAST 89TH STREET,11236.0,2.0,0.0,2.0,2444.0,2109.0,1960.0,1,B1,640000,2019-06-13,brooklyn,590 EAST 89TH STREET NYC
5,ROSEBANK,02 TWO FAMILY DWELLINGS,1,2858,1,B2,241 ANDERSON STREET,10305.0,2.0,0.0,2.0,2400.0,2552.0,1910.0,1,B2,698000,2019-02-21,statenisland,241 ANDERSON STREET NYC
4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1445,29,A5,34-46 85TH STREET,11372.0,1.0,0.0,1.0,2000.0,1724.0,1930.0,1,A5,1120413,2019-01-25,queens,34-46 85TH STREET NYC
3,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,1,8798,10,B9,2710 BATCHELDER STREET,11235.0,2.0,0.0,2.0,1900.0,2160.0,1955.0,1,B9,827500,2019-11-26,brooklyn,2710 BATCHELDER STREET NYC
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,4310,60,B1,669 JEROME STREET,11207.0,2.0,0.0,2.0,2500.0,2320.0,1925.0,1,B1,850000,2019-06-19,brooklyn,669 JEROME STREET NYC
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,1,5353,51,A5,117 AVENUE C,11218.0,1.0,0.0,1.0,1620.0,1188.0,1910.0,1,A5,900000,2019-07-23,brooklyn,117 AVENUE C NYC
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11643,46,A1,114-35 116TH STREET,11420.0,1.0,0.0,1.0,2575.0,1536.0,1930.0,1,A1,702000,2019-03-28,queens,114-35 116TH STREET NYC
3,BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,6558,19,B1,2338 63RD STREET,11204.0,2.0,0.0,2.0,2492.0,2752.0,1930.0,1,B1,1450000,2019-03-12,brooklyn,2338 63RD STREET NYC
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS,1,7950,131,B3,86-56 MUSKET STREET,11427.0,2.0,0.0,2.0,4000.0,1776.0,1950.0,1,B3,600000,2019-08-27,queens,86-56 MUSKET STREET NYC
4,NEPONSIT,01 ONE FAMILY DWELLINGS,1,16293,16,A2,4-47 BEACH 142 STREET,11694.0,1.0,0.0,1.0,4000.0,1200.0,1920.0,1,A2,994250,2019-09-19,queens,4-47 BEACH 142 STREET NYC
3,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS,2A,4301,23,C3,678 WYONA STREET,11207.0,4.0,0.0,4.0,2800.0,3360.0,1927.0,2,C3,1060000,2019-03-27,brooklyn,678 WYONA STREET NYC
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4791,34,B2,146-51 25TH DRIVE,11354.0,2.0,0.0,2.0,4800.0,2600.0,1960.0,1,B2,1305000,2019-06-21,queens,146-51 25TH DRIVE NYC
3,MARINE PARK,01 ONE FAMILY DWELLINGS,1,6816,43,A1,1759 STUART STREET,11229.0,1.0,0.0,1.0,2500.0,1388.0,1925.0,1,A1,738000,2019-08-20,brooklyn,1759 STUART STREET NYC
3,BERGEN BEACH,01 ONE FAMILY DWELLINGS,1,8456,20,A9,2429 EAST 69 STREET,11234.0,1.0,0.0,1.0,2600.0,2400.0,2018.0,1,A9,864000,2019-12-12,brooklyn,2429 EAST 69 STREET NYC
2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4241,17,A1,2864 EAST 195 STREET,10461.0,1.0,0.0,1.0,2500.0,1580.0,1920.0,1,A1,451000,2019-05-28,bronx,2864 EAST 195 STREET NYC
