BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AS OF FINAL ROLL 18/19,BLOCK,LOT,BUILDING CLASS AS OF FINAL ROLL 18/19,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,AREA,FINAL_ADDRESS
3,SUNSET PARK,02 TWO FAMILY DWELLINGS,1,673,47,B9,201 31ST STREET,11232.0,2.0,0.0,2.0,2000.0,2520.0,1930.0,1,B9,1350000,2019-01-25,brooklyn,201 31ST STREET NYC
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8240,27,B3,1351 EAST 94TH STREET,11236.0,2.0,0.0,2.0,2000.0,1184.0,1920.0,1,B3,813000,2019-12-16,brooklyn,1351 EAST 94TH STREET NYC
3,CANARSIE,01 ONE FAMILY DWELLINGS,1,8004,55,A2,742 EAST 84 STREET,11236.0,1.0,0.0,1.0,4000.0,2112.0,1960.0,1,A2,660000,2019-04-03,brooklyn,742 EAST 84 STREET NYC
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11291,33,A5,115-03 227TH STREET,11411.0,1.0,0.0,1.0,2925.0,784.0,1945.0,1,A5,339690,2019-03-21,queens,115-03 227TH STREET NYC
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS,1,4841,57,B1,714 EAST 228TH STREET,10466.0,2.0,0.0,2.0,2283.0,1920.0,1960.0,1,B1,730000,2019-04-30,bronx,714 EAST 228TH STREET NYC
4,OZONE PARK,03 THREE FAMILY DWELLINGS,1,9111,9,C0,103-10 92ND STREET,11417.0,3.0,0.0,3.0,2288.0,3391.0,1987.0,1,C0,800000,2019-01-15,queens,103-10 92ND STREET NYC
3,OLD MILL BASIN,02 TWO FAMILY DWELLINGS,1,8512,58,B1,1876 EAST 52ND STREET,11234.0,2.0,0.0,2.0,2000.0,1638.0,1955.0,1,B1,700000,2019-05-15,brooklyn,1876 EAST 52ND STREET NYC
3,MIDWOOD,02 TWO FAMILY DWELLINGS,1,6748,15,B2,1802 OCEAN AVENUE,11230.0,2.0,0.0,2.0,2800.0,2400.0,1925.0,1,B2,1350000,2019-08-01,brooklyn,1802 OCEAN AVENUE NYC
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS,1,4662,8,B3,710 EAST 215 STREET,10467.0,2.0,0.0,2.0,2750.0,2200.0,1928.0,1,B3,396000,2019-08-20,bronx,710 EAST 215 STREET NYC
2,BAYCHESTER,02 TWO FAMILY DWELLINGS,1,4795,51,B1,2842 BRUNER AVENUE,10469.0,2.0,0.0,2.0,2379.0,1872.0,2002.0,1,B1,325000,2019-01-08,bronx,2842 BRUNER AVENUE NYC
4,ELMHURST,02 TWO FAMILY DWELLINGS,1,1305,10,B2,40-35 73RD STREET,11377.0,2.0,0.0,2.0,3000.0,1944.0,1920.0,1,B2,1700000,2019-10-07,queens,40-35 73RD STREET NYC
3,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,1,5050,4,A9,623 ROGERS AVENUE,11225.0,1.0,0.0,1.0,1850.0,1275.0,1905.0,1,A9,1100000,2019-07-09,brooklyn,623 ROGERS AVENUE NYC
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1714,108,B1,13 COLUMBUS PLACE,11233.0,2.0,0.0,2.0,1470.0,2310.0,2005.0,1,B1,450000,2019-11-07,brooklyn,13 COLUMBUS PLACE NYC
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5385,26,C0,2832 ROEBLING AVENUE,10461.0,3.0,0.0,3.0,4750.0,3608.0,1931.0,1,C0,840000,2019-11-22,bronx,2832 ROEBLING AVENUE NYC
4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,1,15581,9,A2,7-27 FRISCO AVENUE,11691.0,1.0,0.0,1.0,4378.0,1925.0,1960.0,1,A2,725000,2019-03-27,queens,7-27 FRISCO AVENUE NYC
4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1096,63,B3,24-35 84TH STREET,11370.0,2.0,0.0,2.0,2000.0,2200.0,1935.0,1,B3,999000,2019-07-29,queens,24-35 84TH STREET NYC
2,WOODLAWN,01 ONE FAMILY DWELLINGS,1,3391,47,A1,415 EAST 237TH,10470.0,1.0,0.0,1.0,3325.0,2210.0,1920.0,1,A1,560000,2019-01-16,bronx,415 EAST 237TH NYC
4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13555,32,A1,241-14 143RD AVENUE,11422.0,1.0,0.0,1.0,3000.0,1360.0,1920.0,1,A1,493000,2019-12-09,queens,241-14 143RD AVENUE NYC
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS,1,418,5,A1,173 LIVERMORE AVENUE,10314.0,1.0,0.0,1.0,3400.0,1216.0,1920.0,1,A1,595000,2019-05-06,statenisland,173 LIVERMORE AVENUE NYC
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8225,29,B1,1229 EAST 98TH STREET,11236.0,2.0,0.0,2.0,2000.0,1575.0,1955.0,1,B1,610000,2019-01-11,brooklyn,1229 EAST 98TH STREET NYC
4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,1,15619,16,A2,245 BEACH 12 STREET,11691.0,1.0,0.0,1.0,4000.0,2292.0,1945.0,1,A2,575000,2019-10-04,queens,245 BEACH 12 STREET NYC
3,OCEAN PARKWAY-SOUTH,02 TWO FAMILY DWELLINGS,1,7184,133,B3,740 CRAWFORD AVENUE,11223.0,2.0,0.0,2.0,1800.0,1975.0,1950.0,1,B3,995000,2019-10-17,brooklyn,740 CRAWFORD AVENUE NYC
3,MARINE PARK,01 ONE FAMILY DWELLINGS,1,8499,12,A5,1971 EAST 32ND STREET,11234.0,1.0,0.0,1.0,2200.0,1694.0,1940.0,1,A5,645000,2019-07-16,brooklyn,1971 EAST 32ND STREET NYC
3,GRAVESEND,01 ONE FAMILY DWELLINGS,1,7103,65,A9,239 LAKE STREET,11223.0,1.0,0.0,1.0,1360.0,1092.0,1930.0,1,A9,600000,2019-12-03,brooklyn,239 LAKE STREET NYC
4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10899,49,A1,109-17 199TH STREET,11412.0,1.0,0.0,1.0,2650.0,1672.0,1935.0,1,A1,572000,2019-04-03,queens,109-17 199TH STREET NYC
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11708,9,A1,115-03 SUTTER AVENUE,11420.0,1.0,0.0,1.0,2400.0,1368.0,1930.0,1,A1,575000,2019-09-23,queens,115-03 SUTTER AVENUE NYC
3,FLATLANDS,02 TWO FAMILY DWELLINGS,1,7837,19,B1,1153 EAST 57TH STREET,11234.0,2.0,0.0,2.0,2400.0,3443.0,1955.0,1,B1,725000,2019-03-12,brooklyn,1153 EAST 57TH STREET NYC
4,LAURELTON,01 ONE FAMILY DWELLINGS,1,12968,128,A1,133-27 229TH STREET,11413.0,1.0,0.0,1.0,3200.0,1500.0,1935.0,1,A1,440000,2019-05-10,queens,133-27 229TH STREET NYC
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4104,37,C0,1728 HONE AVENUE,10461.0,3.0,0.0,3.0,2500.0,2520.0,1920.0,1,C0,845000,2019-04-29,bronx,1728 HONE AVENUE NYC
4,GLENDALE,01 ONE FAMILY DWELLINGS,1,3654,47,A2,69-11 68 STREET,11385.0,1.0,0.0,1.0,2400.0,840.0,1950.0,1,A2,670000,2019-09-18,queens,69-11 68 STREET NYC
3,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,1,4917,35,B1,3215 BEVERLY ROAD,11226.0,2.0,0.0,2.0,1700.0,1584.0,1910.0,1,B1,650000,2019-10-04,brooklyn,3215 BEVERLY ROAD NYC
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5375,11,A2,38 KINGHORN STREET,10312.0,1.0,0.0,1.0,4500.0,1356.0,1955.0,1,A2,365000,2019-02-21,statenisland,38 KINGHORN STREET NYC
4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1445,23,A5,34-34 85TH STREET,11372.0,1.0,0.0,1.0,3142.0,1674.0,1930.0,1,A5,1257000,2019-08-15,queens,34-34 85TH STREET NYC
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,12997,145,B3,179-03 135 AVENUE,11434.0,2.0,0.0,2.0,3600.0,2060.0,1945.0,1,B3,680000,2019-04-12,queens,179-03 135 AVENUE NYC
4,HILLCREST,02 TWO FAMILY DWELLINGS,1,7050,8,B1,82-03 172ND STREET,11432.0,2.0,0.0,2.0,4000.0,2400.0,2008.0,1,B1,825000,2019-03-21,queens,82-03 172ND STREET NYC
5,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,1988,105,B9,55 WASHINGTON AVENUE,10314.0,2.0,0.0,2.0,3492.0,2781.0,1985.0,1,B9,750000,2019-12-03,statenisland,55 WASHINGTON AVENUE NYC
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,1,3802,20,A5,"516A MIDLAND AVENUE, *",10306.0,1.0,0.0,1.0,1284.0,1300.0,1980.0,1,A5,390000,2019-11-08,statenisland,"516A MIDLAND AVENUE, * NYC"
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,4231,5,A1,126 BEACH AVENUE,10306.0,1.0,0.0,1.0,3074.0,1526.0,1935.0,1,A1,685000,2019-04-09,statenisland,126 BEACH AVENUE NYC
2,PELHAM GARDENS,02 TWO FAMILY DWELLINGS,1,4491,31,B2,2464 GUNTHER AVENUE,10469.0,2.0,0.0,2.0,3750.0,2176.0,1999.0,1,B2,888580,2019-03-08,bronx,2464 GUNTHER AVENUE NYC
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8006,37,B2,8516 GLENWOOD ROAD,11236.0,2.0,0.0,2.0,1667.0,2655.0,2004.0,1,B2,705000,2019-12-24,brooklyn,8516 GLENWOOD ROAD NYC
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,786,149,A5,20-30 45TH STREET,11105.0,1.0,0.0,1.0,2000.0,1440.0,1940.0,1,A5,665000,2019-03-27,queens,20-30 45TH STREET NYC
3,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS,2A,4333,45,C3,737 JEROME STREET,11207.0,4.0,0.0,4.0,3000.0,2640.0,1987.0,2,C3,667500,2019-07-12,brooklyn,737 JEROME STREET NYC
3,MANHATTAN BEACH,02 TWO FAMILY DWELLINGS,1,8730,17,B9,15 DOVER STREET,11235.0,2.0,0.0,2.0,3000.0,1834.0,1955.0,1,B9,1235000,2019-11-01,brooklyn,15 DOVER STREET NYC
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5484,40,A2,643 WILCOX AVENUE,10465.0,1.0,0.0,1.0,2500.0,970.0,1920.0,1,A2,325000,2019-01-31,bronx,643 WILCOX AVENUE NYC
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3044,33,C0,1985 BATHGATE AVENUE,10457.0,3.0,0.0,3.0,2022.0,2904.0,2000.0,1,C0,709670,2019-08-12,bronx,1985 BATHGATE AVENUE NYC
1,HARLEM-UPPER,03 THREE FAMILY DWELLINGS,1,2062,124,C0,423 WEST 147 STREET,10031.0,3.0,0.0,3.0,1799.0,4572.0,1901.0,1,C0,531527,2019-05-01,manhattan,423 WEST 147 STREET NYC
2,PARKCHESTER,21 OFFICE BUILDINGS,4,3937,101,O2,1500 WHITE PLAINS ROAD,10462.0,0.0,1.0,1.0,2610.0,1984.0,1925.0,4,O2,700000,2019-02-12,bronx,1500 WHITE PLAINS ROAD NYC
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16029,52,B9,6-39 BEACH 68 STREET,11692.0,2.0,0.0,2.0,2750.0,1428.0,1960.0,1,B9,468000,2019-05-16,queens,6-39 BEACH 68 STREET NYC
4,GLENDALE,01 ONE FAMILY DWELLINGS,1,3702,21,S1,67-40 MYRTLE AVENUE,11385.0,1.0,1.0,2.0,1800.0,3600.0,1910.0,1,S1,995000,2019-05-02,queens,67-40 MYRTLE AVENUE NYC
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,1,6396,38,A5,63-25 137TH STREET,11367.0,1.0,0.0,1.0,3427.0,1296.0,1955.0,1,A5,760000,2019-09-09,queens,63-25 137TH STREET NYC
3,MILL BASIN,01 ONE FAMILY DWELLINGS,1,8620,7,A2,145 BARLOW DRIVE SOUTH,11234.0,1.0,0.0,1.0,3750.0,2220.0,1965.0,1,A2,915000,2019-04-19,brooklyn,145 BARLOW DRIVE SOUTH NYC
2,SOUNDVIEW,02 TWO FAMILY DWELLINGS,1,3785,29,B1,1287 ST LAWRENCE AVENUE,10472.0,2.0,0.0,2.0,2000.0,2150.0,1930.0,1,B1,755000,2019-09-23,bronx,1287 ST LAWRENCE AVENUE NYC
5,CONCORD,01 ONE FAMILY DWELLINGS,1,568,26,A1,14 LAUREL AVENUE,10304.0,1.0,0.0,1.0,3050.0,720.0,1910.0,1,A1,355000,2019-05-03,statenisland,14 LAUREL AVENUE NYC
3,CANARSIE,01 ONE FAMILY DWELLINGS,1,8268,26,A9,1241 EAST 103RD STREET,11236.0,1.0,0.0,1.0,4200.0,1536.0,1960.0,1,A9,550000,2019-09-19,brooklyn,1241 EAST 103RD STREET NYC
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14071,96,A1,163-49 87TH STREET,11414.0,1.0,0.0,1.0,3000.0,1680.0,1950.0,1,A1,690000,2019-03-15,queens,163-49 87TH STREET NYC
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,48,A5,3024 ELY AVENUE,10469.0,1.0,0.0,1.0,2651.0,1368.0,1960.0,1,A5,465000,2019-12-03,bronx,3024 ELY AVENUE NYC
3,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,1,5974,52,A1,1063 79 STREET,11228.0,1.0,0.0,1.0,2417.0,1332.0,1925.0,1,A1,1030000,2019-12-19,brooklyn,1063 79 STREET NYC
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,1,12167,57,A2,153-19 112TH AVENUE,11433.0,1.0,0.0,1.0,2000.0,820.0,1940.0,1,A2,435000,2019-06-26,queens,153-19 112TH AVENUE NYC
4,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11368,13,B2,133-35 88TH STREET,11417.0,2.0,0.0,2.0,3106.0,2120.0,1960.0,1,B2,955000,2019-03-12,queens,133-35 88TH STREET NYC
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,1,1332,64,A4,555 EAST NEW YORK AVENUE,11225.0,1.0,0.0,1.0,1800.0,1200.0,1920.0,1,A4,700000,2019-08-06,brooklyn,555 EAST NEW YORK AVENUE NYC
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,1,3730,140,A5,157B KISWICK STREET,10306.0,1.0,0.0,1.0,2300.0,1728.0,2005.0,1,A5,595000,2019-02-12,statenisland,157B KISWICK STREET NYC
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16089,40,B2,210 BEACH BREEZE PLACE,11692.0,2.0,0.0,2.0,2135.0,2905.0,2004.0,1,B2,835000,2019-09-26,queens,210 BEACH BREEZE PLACE NYC
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS,1,9389,11,B2,94-12 108 ST,11419.0,2.0,0.0,2.0,2523.0,1868.0,1920.0,1,B2,758000,2019-05-02,queens,94-12 108 ST NYC
4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,1,15592,17,A5,525 JARVIS AVENUE,11691.0,1.0,0.0,1.0,4842.0,2680.0,1985.0,1,A5,475000,2019-02-04,queens,525 JARVIS AVENUE NYC
3,OCEAN PARKWAY-SOUTH,02 TWO FAMILY DWELLINGS,1,7216,71,B3,2517 WEST STREET,11223.0,2.0,0.0,2.0,1883.0,1310.0,1930.0,1,B3,814000,2019-12-18,brooklyn,2517 WEST STREET NYC
3,BENSONHURST,02 TWO FAMILY DWELLINGS,1,6257,17,B2,1426 78TH STREET,11228.0,2.0,0.0,2.0,2250.0,1910.0,1925.0,1,B2,1175000,2019-06-11,brooklyn,1426 78TH STREET NYC
4,MASPETH,02 TWO FAMILY DWELLINGS,1,2703,102,B2,60-36 56TH AVENUE,11378.0,2.0,0.0,2.0,2100.0,1620.0,1910.0,1,B2,846500,2019-07-09,queens,60-36 56TH AVENUE NYC
2,WOODLAWN,01 ONE FAMILY DWELLINGS,1,3364,56,A1,4286 VAN CORTLANDT PARK EAST,10470.0,1.0,0.0,1.0,1850.0,1048.0,1950.0,1,A1,465000,2019-07-25,bronx,4286 VAN CORTLANDT PARK EAST NYC
3,PROSPECT HEIGHTS,03 THREE FAMILY DWELLINGS,1,1152,74,C0,"279 PROSPECT PLACE, 1",11238.0,3.0,0.0,3.0,2172.0,3132.0,1910.0,1,C0,815000,2019-09-13,brooklyn,"279 PROSPECT PLACE, 1 NYC"
2,SCHUYLERVILLE/PELHAM BAY,14 RENTALS - 4-10 UNIT,2A,4157,25,S3,1644 MAYFLOWER AVENUE,10461.0,3.0,1.0,4.0,2375.0,3226.0,1930.0,2,S3,900000,2019-05-10,bronx,1644 MAYFLOWER AVENUE NYC
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,874,63,B2,21-13 24TH ROAD,11102.0,2.0,0.0,2.0,1360.0,800.0,1940.0,1,B2,1225000,2019-09-26,queens,21-13 24TH ROAD NYC
4,CORONA,03 THREE FAMILY DWELLINGS,1,2010,125,C0,108-58 54TH STREET,11368.0,3.0,0.0,3.0,1875.0,2752.0,1950.0,1,C0,922500,2019-06-27,queens,108-58 54TH STREET NYC
4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,11030,90,A1,11450 212TH STREET,11411.0,1.0,0.0,1.0,2400.0,1280.0,1930.0,1,A1,450000,2019-09-17,queens,11450 212TH STREET NYC
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4608,55,A5,93 LEVERETT AVENUE,10308.0,1.0,0.0,1.0,2500.0,1360.0,1970.0,1,A5,499900,2019-06-19,statenisland,93 LEVERETT AVENUE NYC
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5299,19,A1,35-23 171ST STREET,11358.0,1.0,0.0,1.0,4000.0,1782.0,1935.0,1,A1,935000,2019-10-24,queens,35-23 171ST STREET NYC
4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10481,71,A1,90-48 199TH STREET,11423.0,1.0,0.0,1.0,2400.0,1280.0,1925.0,1,A1,595000,2019-12-16,queens,90-48 199TH STREET NYC
2,CASTLE HILL/UNIONPORT,01 ONE FAMILY DWELLINGS,1,3690,19,A1,2230 TURNBULL AVENUE,10473.0,1.0,0.0,1.0,3000.0,1550.0,1935.0,1,A1,520000,2019-09-18,bronx,2230 TURNBULL AVENUE NYC
3,CANARSIE,01 ONE FAMILY DWELLINGS,1,8082,42,A5,1478 EAST 86TH STREET,11236.0,1.0,0.0,1.0,1800.0,1512.0,1960.0,1,A5,570000,2019-07-31,brooklyn,1478 EAST 86TH STREET NYC
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,6029,75,A5,10 RAILY COURT,10312.0,1.0,0.0,1.0,1276.0,1232.0,1987.0,1,A5,430000,2019-10-28,statenisland,10 RAILY COURT NYC
2,SOUNDVIEW,02 TWO FAMILY DWELLINGS,1,3775,70,B1,1221 MANOR AVENUE,10472.0,2.0,0.0,2.0,2000.0,1400.0,1930.0,1,B1,733985,2019-12-03,bronx,1221 MANOR AVENUE NYC
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS,1,6962,32,B1,174-02 JEWEL AVENUE,11365.0,2.0,0.0,2.0,2800.0,1848.0,1940.0,1,B1,1169000,2019-12-04,queens,174-02 JEWEL AVENUE NYC
4,DOUGLASTON,01 ONE FAMILY DWELLINGS,1,8103,56,A1,324 CHERRY STREET,11363.0,1.0,0.0,1.0,3338.0,1776.0,1930.0,1,A1,880000,2019-03-29,queens,324 CHERRY STREET NYC
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16031,15,A9,5-34 BEACH 65 STREET,11692.0,1.0,0.0,1.0,2500.0,1925.0,1960.0,1,A9,440000,2019-11-14,queens,5-34 BEACH 65 STREET NYC
2,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS,1,3694,36,B2,2260 BRUCKNER BOULEVARD,10473.0,2.0,0.0,2.0,2575.0,2830.0,1920.0,1,B2,481758,2019-01-25,bronx,2260 BRUCKNER BOULEVARD NYC
3,FLATBUSH-NORTH,03 THREE FAMILY DWELLINGS,1,4643,9,C0,348 REMSEN AVENUE,11212.0,3.0,0.0,3.0,1900.0,1550.0,1950.0,1,C0,715000,2019-06-05,brooklyn,348 REMSEN AVENUE NYC
2,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5051,30,A1,4344 GUNTHER AVENUE,10466.0,1.0,0.0,1.0,2338.0,1925.0,1940.0,1,A1,325000,2019-06-21,bronx,4344 GUNTHER AVENUE NYC
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2410,22,B9,294 EAST 151 STREET,10451.0,2.0,0.0,2.0,3019.0,1760.0,1920.0,1,B9,650000,2019-10-29,bronx,294 EAST 151 STREET NYC
4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10992,36,A1,113-37 197TH STREET,11412.0,1.0,0.0,1.0,3000.0,1672.0,1930.0,1,A1,639000,2019-02-28,queens,113-37 197TH STREET NYC
3,WILLIAMSBURG-SOUTH,03 THREE FAMILY DWELLINGS,1,2429,7,C0,70 SOUTH 3RD STREET,11249.0,3.0,0.0,3.0,1439.0,1400.0,1920.0,1,C0,1925000,2019-05-28,brooklyn,70 SOUTH 3RD STREET NYC
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12320,92,B2,164-28 ODONNELL ROAD,11433.0,2.0,0.0,2.0,3829.0,2150.0,1995.0,1,B2,725000,2019-01-17,queens,164-28 ODONNELL ROAD NYC
4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10848,24,B3,201-07 100TH AVENUE,11423.0,2.0,0.0,2.0,4000.0,2368.0,1915.0,1,B3,875000,2019-07-19,queens,201-07 100TH AVENUE NYC
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6403,13,A5,139-26 58TH AVENUE,11355.0,1.0,0.0,1.0,2000.0,1600.0,1935.0,1,A5,960000,2019-04-30,queens,139-26 58TH AVENUE NYC
3,BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5710,45,C0,1165 60TH STREET,11219.0,3.0,0.0,3.0,2000.0,2820.0,1925.0,1,C0,1300000,2019-11-07,brooklyn,1165 60TH STREET NYC
4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13642,72,A2,245-11 148TH DRIVE,11422.0,1.0,0.0,1.0,4000.0,1025.0,1955.0,1,A2,470000,2019-08-23,queens,245-11 148TH DRIVE NYC
3,GRAVESEND,01 ONE FAMILY DWELLINGS,1,7080,40,A9,1984 WEST 8TH STREET,11223.0,1.0,0.0,1.0,2300.0,1056.0,1925.0,1,A9,825000,2019-02-22,brooklyn,1984 WEST 8TH STREET NYC
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4267,45,C0,1945 COLDEN,10462.0,3.0,0.0,3.0,2500.0,3760.0,1935.0,1,C0,795000,2019-05-30,bronx,1945 COLDEN NYC
5,PORT RICHMOND,02 TWO FAMILY DWELLINGS,1,1116,122,B2,40 RIVERSIDE LANE,10302.0,2.0,0.0,2.0,3713.0,1550.0,2018.0,1,B2,534580,2019-04-23,statenisland,40 RIVERSIDE LANE NYC
4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,12602,30,A1,190-29 118TH AVENUE,11412.0,1.0,0.0,1.0,2500.0,1616.0,1925.0,1,A1,645000,2019-04-17,queens,190-29 118TH AVENUE NYC
3,CANARSIE,01 ONE FAMILY DWELLINGS,1,8287,41,A1,1305 EAST 103RD STREET,11236.0,1.0,0.0,1.0,4000.0,1669.0,1955.0,1,A1,640000,2019-07-23,brooklyn,1305 EAST 103RD STREET NYC
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,6878,30,B1,121 BAY 38TH STREET,11214.0,2.0,0.0,2.0,2900.0,2256.0,1930.0,1,B1,1250000,2019-07-08,brooklyn,121 BAY 38TH STREET NYC
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8200,61,B2,1208 EAST 93RD STREET,11236.0,2.0,0.0,2.0,2000.0,2320.0,1920.0,1,B2,750000,2019-01-28,brooklyn,1208 EAST 93RD STREET NYC
3,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,1,4919,42,A9,449 EAST 34TH STREET,11203.0,1.0,0.0,1.0,1123.0,1328.0,1910.0,1,A9,416500,2019-09-10,brooklyn,449 EAST 34TH STREET NYC
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4640,37,A5,38 STONECREST COURT,10308.0,1.0,0.0,1.0,2610.0,944.0,1991.0,1,A5,330000,2019-10-17,statenisland,38 STONECREST COURT NYC
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10646,18,A1,90-07 213TH STREET,11428.0,1.0,0.0,1.0,2340.0,1334.0,1925.0,1,A1,605000,2019-07-15,queens,90-07 213TH STREET NYC
2,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5003,55,B1,4142 DIGNEY AVENUE,10466.0,2.0,0.0,2.0,2500.0,2062.0,1942.0,1,B1,685000,2019-08-21,bronx,4142 DIGNEY AVENUE NYC
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,11141,67,A1,215-38 112TH AVENUE,11429.0,1.0,0.0,1.0,3000.0,1672.0,1930.0,1,A1,505000,2019-04-26,queens,215-38 112TH AVENUE NYC
4,RICHMOND HILL,03 THREE FAMILY DWELLINGS,1,9332,72,C0,87-25 123RD STREET,11418.0,3.0,0.0,3.0,3600.0,3093.0,1920.0,1,C0,824783,2019-05-03,queens,87-25 123RD STREET NYC
4,LAURELTON,01 ONE FAMILY DWELLINGS,1,12896,111,A1,219-23 130TH DRIVE,11413.0,1.0,0.0,1.0,2610.0,1240.0,1930.0,1,A1,550000,2019-07-12,queens,219-23 130TH DRIVE NYC
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS,1,4043,13,A5,35 MILTON AVENUE,10306.0,1.0,0.0,1.0,3000.0,1700.0,2005.0,1,A5,665000,2019-12-09,statenisland,35 MILTON AVENUE NYC
3,EAST NEW YORK,03 THREE FAMILY DWELLINGS,1,4184,35,C0,104 FORBELL STREET,11208.0,3.0,0.0,3.0,2574.0,3036.0,1910.0,1,C0,760000,2019-09-30,brooklyn,104 FORBELL STREET NYC
2,WILLIAMSBRIDGE,03 THREE FAMILY DWELLINGS,1,4653,13,C0,3806 BRONX BOULEVARD,10467.0,3.0,0.0,3.0,1900.0,3351.0,2005.0,1,C0,616041,2019-03-26,bronx,3806 BRONX BOULEVARD NYC
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS,1,11816,14,B2,149-43 115 STREET,11420.0,2.0,0.0,2.0,4000.0,1996.0,1950.0,1,B2,675000,2019-09-27,queens,149-43 115 STREET NYC
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14028,22,A2,160-32 91ST STREET,11414.0,1.0,0.0,1.0,4000.0,2418.0,1960.0,1,A2,822000,2019-10-17,queens,160-32 91ST STREET NYC
